accession,link,date,country,region
MT438736,https://www.ncbi.nlm.nih.gov/nuccore/MT438736,2020-04-22,USA,CA
MT438735,https://www.ncbi.nlm.nih.gov/nuccore/MT438735,2020-04-22,USA,CA
MT438734,https://www.ncbi.nlm.nih.gov/nuccore/MT438734,2020-04-22,USA,CA
MT438733,https://www.ncbi.nlm.nih.gov/nuccore/MT438733,2020-04-22,USA,CA
MT438732,https://www.ncbi.nlm.nih.gov/nuccore/MT438732,2020-04-22,USA,CA
MT438731,https://www.ncbi.nlm.nih.gov/nuccore/MT438731,2020-04-22,USA,CA
MT438730,https://www.ncbi.nlm.nih.gov/nuccore/MT438730,2020-04-22,USA,CA
MT438729,https://www.ncbi.nlm.nih.gov/nuccore/MT438729,2020-04-22,USA,CA
MT438728,https://www.ncbi.nlm.nih.gov/nuccore/MT438728,2020-04-22,USA,CA
MT438727,https://www.ncbi.nlm.nih.gov/nuccore/MT438727,2020-04-22,USA,CA
MT438726,https://www.ncbi.nlm.nih.gov/nuccore/MT438726,2020-04-22,USA,CA
MT438725,https://www.ncbi.nlm.nih.gov/nuccore/MT438725,2020-04-22,USA,CA
MT438724,https://www.ncbi.nlm.nih.gov/nuccore/MT438724,2020-04-22,USA,CA
MT438723,https://www.ncbi.nlm.nih.gov/nuccore/MT438723,2020-04-22,USA,CA
MT438722,https://www.ncbi.nlm.nih.gov/nuccore/MT438722,2020-04-22,USA,CA
MT438721,https://www.ncbi.nlm.nih.gov/nuccore/MT438721,2020-04-22,USA,CA
MT438720,https://www.ncbi.nlm.nih.gov/nuccore/MT438720,2020-04-22,USA,CA
MT438719,https://www.ncbi.nlm.nih.gov/nuccore/MT438719,2020-04-22,USA,CA
MT438718,https://www.ncbi.nlm.nih.gov/nuccore/MT438718,2020-04-22,USA,CA
MT435086,https://www.ncbi.nlm.nih.gov/nuccore/MT435086,2020-04-21,India,Mansa
MT435085,https://www.ncbi.nlm.nih.gov/nuccore/MT435085,2020-04-22,India,Gandhinagar
MT435084,https://www.ncbi.nlm.nih.gov/nuccore/MT435084,2020-04-14,India,Ahmedabad
MT435083,https://www.ncbi.nlm.nih.gov/nuccore/MT435083,2020-04-07,India,Ahmedabad
MT435082,https://www.ncbi.nlm.nih.gov/nuccore/MT435082,2020-04-13,India,Ahmedabad
MT435081,https://www.ncbi.nlm.nih.gov/nuccore/MT435081,2020-04-13,India,Ahmedabad
MT435080,https://www.ncbi.nlm.nih.gov/nuccore/MT435080,2020-04-13,India,Ahmedabad
MT435079,https://www.ncbi.nlm.nih.gov/nuccore/MT435079,2020-04-13,India,Ahmedabad
MT434818,https://www.ncbi.nlm.nih.gov/nuccore/MT434818,2020-04-04,Serbia,NA
MT434817,https://www.ncbi.nlm.nih.gov/nuccore/MT434817,2020-03-19,USA,NY
MT434816,https://www.ncbi.nlm.nih.gov/nuccore/MT434816,2020-03-08,USA,NY
MT434815,https://www.ncbi.nlm.nih.gov/nuccore/MT434815,2020-03-09,USA,NY
MT434814,https://www.ncbi.nlm.nih.gov/nuccore/MT434814,2020-03-09,USA,NY
MT434813,https://www.ncbi.nlm.nih.gov/nuccore/MT434813,2020-03-02,USA,NY
MT434812,https://www.ncbi.nlm.nih.gov/nuccore/MT434812,2020-03-19,USA,NY
MT434811,https://www.ncbi.nlm.nih.gov/nuccore/MT434811,2020-03-17,USA,NY
MT434810,https://www.ncbi.nlm.nih.gov/nuccore/MT434810,2020-03-18,USA,NY
MT434809,https://www.ncbi.nlm.nih.gov/nuccore/MT434809,2020-03-19,USA,NY
MT434808,https://www.ncbi.nlm.nih.gov/nuccore/MT434808,2020-03-19,USA,NY
MT434807,https://www.ncbi.nlm.nih.gov/nuccore/MT434807,2020-03-09,USA,NY
MT434806,https://www.ncbi.nlm.nih.gov/nuccore/MT434806,2020-03-10,USA,NY
MT434805,https://www.ncbi.nlm.nih.gov/nuccore/MT434805,2020-03-10,USA,NY
MT434804,https://www.ncbi.nlm.nih.gov/nuccore/MT434804,2020-03-17,USA,NY
MT434803,https://www.ncbi.nlm.nih.gov/nuccore/MT434803,2020-03-17,USA,NY
MT434802,https://www.ncbi.nlm.nih.gov/nuccore/MT434802,2020-03-13,USA,NY
MT434801,https://www.ncbi.nlm.nih.gov/nuccore/MT434801,2020-03-09,USA,NY
MT434800,https://www.ncbi.nlm.nih.gov/nuccore/MT434800,2020-03-09,USA,NY
MT434799,https://www.ncbi.nlm.nih.gov/nuccore/MT434799,2020-03-09,USA,NY
MT434798,https://www.ncbi.nlm.nih.gov/nuccore/MT434798,2020-03-09,USA,NY
MT434797,https://www.ncbi.nlm.nih.gov/nuccore/MT434797,2020-03-17,USA,NY
MT434796,https://www.ncbi.nlm.nih.gov/nuccore/MT434796,2020-03-09,USA,NY
MT434795,https://www.ncbi.nlm.nih.gov/nuccore/MT434795,2020-03-09,USA,NY
MT434794,https://www.ncbi.nlm.nih.gov/nuccore/MT434794,2020-03-08,USA,NY
MT434793,https://www.ncbi.nlm.nih.gov/nuccore/MT434793,2020-03-09,USA,NY
MT434792,https://www.ncbi.nlm.nih.gov/nuccore/MT434792,2020-03-17,USA,NY
MT434791,https://www.ncbi.nlm.nih.gov/nuccore/MT434791,2020-03-17,USA,NY
MT434790,https://www.ncbi.nlm.nih.gov/nuccore/MT434790,2020-03-17,USA,NY
MT434789,https://www.ncbi.nlm.nih.gov/nuccore/MT434789,2020-03-09,USA,NY
MT434788,https://www.ncbi.nlm.nih.gov/nuccore/MT434788,2020-03-09,USA,NY
MT434787,https://www.ncbi.nlm.nih.gov/nuccore/MT434787,2020-03-09,USA,NY
MT434786,https://www.ncbi.nlm.nih.gov/nuccore/MT434786,2020-03-04,USA,NY
MT434785,https://www.ncbi.nlm.nih.gov/nuccore/MT434785,2020-03-17,USA,NY
MT434784,https://www.ncbi.nlm.nih.gov/nuccore/MT434784,2020-03-09,USA,NY
MT434783,https://www.ncbi.nlm.nih.gov/nuccore/MT434783,2020-03-09,USA,NY
MT434782,https://www.ncbi.nlm.nih.gov/nuccore/MT434782,2020-03-05,USA,NY
MT434760,https://www.ncbi.nlm.nih.gov/nuccore/MT434760,2020-04-17,India,NA
MT434759,https://www.ncbi.nlm.nih.gov/nuccore/MT434759,2020-04-17,India,NA
MT434758,https://www.ncbi.nlm.nih.gov/nuccore/MT434758,2020-04-23,India,NA
MT434757,https://www.ncbi.nlm.nih.gov/nuccore/MT434757,2020-04-21,India,NA
MT432195,https://www.ncbi.nlm.nih.gov/nuccore/MT432195,2020-04-09,USA,"East Feliciana Parish, Louisiana"
MT429191,https://www.ncbi.nlm.nih.gov/nuccore/MT429191,2020-04-06,USA,Wisconsin
MT429190,https://www.ncbi.nlm.nih.gov/nuccore/MT429190,2020-04-06,USA,Wisconsin
MT429189,https://www.ncbi.nlm.nih.gov/nuccore/MT429189,2020-04-08,USA,Wisconsin
MT429188,https://www.ncbi.nlm.nih.gov/nuccore/MT429188,2020-04-07,USA,Wisconsin
MT429187,https://www.ncbi.nlm.nih.gov/nuccore/MT429187,2020-04-08,USA,Wisconsin
MT429186,https://www.ncbi.nlm.nih.gov/nuccore/MT429186,2020-04-12,USA,Wisconsin
MT429185,https://www.ncbi.nlm.nih.gov/nuccore/MT429185,2020-04-08,USA,Wisconsin
MT429184,https://www.ncbi.nlm.nih.gov/nuccore/MT429184,2020-04-10,USA,Wisconsin
MT429183,https://www.ncbi.nlm.nih.gov/nuccore/MT429183,2020-03-26,USA,Wisconsin
MT429168,https://www.ncbi.nlm.nih.gov/nuccore/MT429168,2020-03-30,India,"Assam, Golaghat"
MT428554,https://www.ncbi.nlm.nih.gov/nuccore/MT428554,2020-03-20,Kazakhstan,NA
MT428553,https://www.ncbi.nlm.nih.gov/nuccore/MT428553,2020-03-20,Kazakhstan,NA
MT428552,https://www.ncbi.nlm.nih.gov/nuccore/MT428552,2020-03-20,Kazakhstan,NA
MT428551,https://www.ncbi.nlm.nih.gov/nuccore/MT428551,2020-03-20,Kazakhstan,NA
MT425184,https://www.ncbi.nlm.nih.gov/nuccore/MT425184,2020-04-06,USA,NA
MT425183,https://www.ncbi.nlm.nih.gov/nuccore/MT425183,2020-04-01,USA,NA
MT422807,https://www.ncbi.nlm.nih.gov/nuccore/MT422807,2020-03-27,USA,FL
MT422806,https://www.ncbi.nlm.nih.gov/nuccore/MT422806,2020-03-27,USA,FL
MT419860,https://www.ncbi.nlm.nih.gov/nuccore/MT419860,2020-03-20,USA,CA
MT419859,https://www.ncbi.nlm.nih.gov/nuccore/MT419859,2020-03-08,USA,CA
MT419858,https://www.ncbi.nlm.nih.gov/nuccore/MT419858,2020-03-05,USA,CA
MT419857,https://www.ncbi.nlm.nih.gov/nuccore/MT419857,2020-03-07,USA,CA
MT419856,https://www.ncbi.nlm.nih.gov/nuccore/MT419856,2020-03-05,USA,CA
MT419855,https://www.ncbi.nlm.nih.gov/nuccore/MT419855,2020-03-05,USA,CA
MT419854,https://www.ncbi.nlm.nih.gov/nuccore/MT419854,2020-03-02,USA,CA
MT419853,https://www.ncbi.nlm.nih.gov/nuccore/MT419853,2020-03-14,USA,CA
MT419852,https://www.ncbi.nlm.nih.gov/nuccore/MT419852,2020-03-13,USA,CA
MT419851,https://www.ncbi.nlm.nih.gov/nuccore/MT419851,2020-03-13,USA,CA
MT419850,https://www.ncbi.nlm.nih.gov/nuccore/MT419850,2020-03-07,USA,CA
MT419849,https://www.ncbi.nlm.nih.gov/nuccore/MT419849,2020-03-09,USA,CA
MT419848,https://www.ncbi.nlm.nih.gov/nuccore/MT419848,2020-03-04,USA,CA
MT419847,https://www.ncbi.nlm.nih.gov/nuccore/MT419847,2020-03-03,USA,CA
MT419846,https://www.ncbi.nlm.nih.gov/nuccore/MT419846,2020-03-04,USA,CA
MT419845,https://www.ncbi.nlm.nih.gov/nuccore/MT419845,2020-03-04,USA,CA
MT419844,https://www.ncbi.nlm.nih.gov/nuccore/MT419844,2020-03-04,USA,CA
MT419843,https://www.ncbi.nlm.nih.gov/nuccore/MT419843,2020-03-08,USA,CA
MT419842,https://www.ncbi.nlm.nih.gov/nuccore/MT419842,2020-03-04,USA,CA
MT419841,https://www.ncbi.nlm.nih.gov/nuccore/MT419841,2020-02-29,USA,CA
MT419840,https://www.ncbi.nlm.nih.gov/nuccore/MT419840,2020-03-11,USA,CA
MT419839,https://www.ncbi.nlm.nih.gov/nuccore/MT419839,2020-03-05,USA,CA
MT419838,https://www.ncbi.nlm.nih.gov/nuccore/MT419838,2020-03-05,USA,CA
MT419837,https://www.ncbi.nlm.nih.gov/nuccore/MT419837,2020-03-05,USA,CA
MT419836,https://www.ncbi.nlm.nih.gov/nuccore/MT419836,2020-03-05,USA,CA
MT419835,https://www.ncbi.nlm.nih.gov/nuccore/MT419835,2020-03-05,USA,CA
MT419834,https://www.ncbi.nlm.nih.gov/nuccore/MT419834,2020-03-05,USA,CA
MT419833,https://www.ncbi.nlm.nih.gov/nuccore/MT419833,2020-03-05,USA,CA
MT419832,https://www.ncbi.nlm.nih.gov/nuccore/MT419832,2020-02-27,USA,CA
MT419831,https://www.ncbi.nlm.nih.gov/nuccore/MT419831,2020-02-27,USA,CA
MT419830,https://www.ncbi.nlm.nih.gov/nuccore/MT419830,2020-02-27,USA,CA
MT419829,https://www.ncbi.nlm.nih.gov/nuccore/MT419829,2020-02-28,USA,CA
MT419828,https://www.ncbi.nlm.nih.gov/nuccore/MT419828,2020-03-05,USA,CA
MT419827,https://www.ncbi.nlm.nih.gov/nuccore/MT419827,2020-03-04,USA,CA
MT419822,https://www.ncbi.nlm.nih.gov/nuccore/MT419822,2020-04-01,Puerto Rico,NA
MT419821,https://www.ncbi.nlm.nih.gov/nuccore/MT419821,2020-04-01,Puerto Rico,NA
MT419820,https://www.ncbi.nlm.nih.gov/nuccore/MT419820,2020-03-24,Puerto Rico,NA
MT419819,https://www.ncbi.nlm.nih.gov/nuccore/MT419819,2020-03-24,Puerto Rico,NA
MT419818,https://www.ncbi.nlm.nih.gov/nuccore/MT419818,2020-03-23,Puerto Rico,NA
MT419817,https://www.ncbi.nlm.nih.gov/nuccore/MT419817,2020-03-23,Puerto Rico,NA
MT419816,https://www.ncbi.nlm.nih.gov/nuccore/MT419816,2020-03-24,Puerto Rico,NA
MT419815,https://www.ncbi.nlm.nih.gov/nuccore/MT419815,2020-03-24,Puerto Rico,NA
MT419814,https://www.ncbi.nlm.nih.gov/nuccore/MT419814,2020-03-23,Puerto Rico,NA
MT419813,https://www.ncbi.nlm.nih.gov/nuccore/MT419813,2020-03-23,Puerto Rico,NA
MT419812,https://www.ncbi.nlm.nih.gov/nuccore/MT419812,2020-03-23,Puerto Rico,NA
MT419811,https://www.ncbi.nlm.nih.gov/nuccore/MT419811,2020-03-23,Puerto Rico,NA
MT419810,https://www.ncbi.nlm.nih.gov/nuccore/MT419810,2020-03-23,Puerto Rico,NA
MT418894,https://www.ncbi.nlm.nih.gov/nuccore/MT418894,NA,USA,VA
MT418893,https://www.ncbi.nlm.nih.gov/nuccore/MT418893,NA,USA,VA
MT418892,https://www.ncbi.nlm.nih.gov/nuccore/MT418892,NA,USA,VA
MT418891,https://www.ncbi.nlm.nih.gov/nuccore/MT418891,NA,USA,VA
MT418890,https://www.ncbi.nlm.nih.gov/nuccore/MT418890,NA,USA,VA
MT418889,https://www.ncbi.nlm.nih.gov/nuccore/MT418889,NA,USA,VA
MT418888,https://www.ncbi.nlm.nih.gov/nuccore/MT418888,NA,USA,VA
MT418887,https://www.ncbi.nlm.nih.gov/nuccore/MT418887,NA,USA,VA
MT418886,https://www.ncbi.nlm.nih.gov/nuccore/MT418886,NA,USA,VA
MT418885,https://www.ncbi.nlm.nih.gov/nuccore/MT418885,NA,USA,VA
MT418884,https://www.ncbi.nlm.nih.gov/nuccore/MT418884,NA,USA,VA
MT418883,https://www.ncbi.nlm.nih.gov/nuccore/MT418883,NA,USA,VA
MT418882,https://www.ncbi.nlm.nih.gov/nuccore/MT418882,NA,USA,VA
MT418881,https://www.ncbi.nlm.nih.gov/nuccore/MT418881,NA,USA,VA
MT418880,https://www.ncbi.nlm.nih.gov/nuccore/MT418880,NA,USA,VA
MT415912,https://www.ncbi.nlm.nih.gov/nuccore/MT415912,NA,USA,VA
MT415911,https://www.ncbi.nlm.nih.gov/nuccore/MT415911,NA,USA,VA
MT415910,https://www.ncbi.nlm.nih.gov/nuccore/MT415910,NA,USA,VA
MT415909,https://www.ncbi.nlm.nih.gov/nuccore/MT415909,NA,USA,VA
MT415908,https://www.ncbi.nlm.nih.gov/nuccore/MT415908,NA,USA,VA
MT415907,https://www.ncbi.nlm.nih.gov/nuccore/MT415907,NA,USA,VA
MT415906,https://www.ncbi.nlm.nih.gov/nuccore/MT415906,NA,USA,VA
MT415905,https://www.ncbi.nlm.nih.gov/nuccore/MT415905,NA,USA,VA
MT415904,https://www.ncbi.nlm.nih.gov/nuccore/MT415904,NA,USA,VA
MT415903,https://www.ncbi.nlm.nih.gov/nuccore/MT415903,NA,USA,VA
MT415902,https://www.ncbi.nlm.nih.gov/nuccore/MT415902,NA,USA,VA
MT415901,https://www.ncbi.nlm.nih.gov/nuccore/MT415901,NA,USA,VA
MT415900,https://www.ncbi.nlm.nih.gov/nuccore/MT415900,NA,USA,VA
MT415899,https://www.ncbi.nlm.nih.gov/nuccore/MT415899,NA,USA,VA
MT415898,https://www.ncbi.nlm.nih.gov/nuccore/MT415898,NA,USA,VA
MT415897,https://www.ncbi.nlm.nih.gov/nuccore/MT415897,NA,USA,VA
MT415896,https://www.ncbi.nlm.nih.gov/nuccore/MT415896,NA,USA,VA
MT415895,https://www.ncbi.nlm.nih.gov/nuccore/MT415895,NA,USA,VA
MT415894,https://www.ncbi.nlm.nih.gov/nuccore/MT415894,NA,USA,VA
MT415846,https://www.ncbi.nlm.nih.gov/nuccore/MT415846,2020-02-02,China,NA
MT415845,https://www.ncbi.nlm.nih.gov/nuccore/MT415845,2020-02-02,China,NA
MT415844,https://www.ncbi.nlm.nih.gov/nuccore/MT415844,2020-02-02,China,NA
MT415843,https://www.ncbi.nlm.nih.gov/nuccore/MT415843,2020-02-02,China,NA
MT415842,https://www.ncbi.nlm.nih.gov/nuccore/MT415842,2020-02-02,China,NA
MT415841,https://www.ncbi.nlm.nih.gov/nuccore/MT415841,2020-02-02,China,NA
MT415840,https://www.ncbi.nlm.nih.gov/nuccore/MT415840,2020-02-02,China,NA
MT415839,https://www.ncbi.nlm.nih.gov/nuccore/MT415839,2020-02-04,China,NA
MT415838,https://www.ncbi.nlm.nih.gov/nuccore/MT415838,2020-02-04,China,NA
MT415837,https://www.ncbi.nlm.nih.gov/nuccore/MT415837,2020-02-04,China,NA
MT415836,https://www.ncbi.nlm.nih.gov/nuccore/MT415836,2020-02-04,China,NA
MT415835,https://www.ncbi.nlm.nih.gov/nuccore/MT415835,2020-02-04,China,NA
MT415834,https://www.ncbi.nlm.nih.gov/nuccore/MT415834,2020-02-04,China,NA
MT415833,https://www.ncbi.nlm.nih.gov/nuccore/MT415833,2020-02-04,China,NA
MT415377,https://www.ncbi.nlm.nih.gov/nuccore/MT415377,2020-02-18,China,NA
MT415376,https://www.ncbi.nlm.nih.gov/nuccore/MT415376,2020-02-15,China,NA
MT415375,https://www.ncbi.nlm.nih.gov/nuccore/MT415375,2020-02-12,China,NA
MT415374,https://www.ncbi.nlm.nih.gov/nuccore/MT415374,2020-02-09,China,NA
MT415373,https://www.ncbi.nlm.nih.gov/nuccore/MT415373,2020-01-23,China,NA
MT415372,https://www.ncbi.nlm.nih.gov/nuccore/MT415372,2020-02-08,China,NA
MT415371,https://www.ncbi.nlm.nih.gov/nuccore/MT415371,2020-02-06,China,NA
MT415370,https://www.ncbi.nlm.nih.gov/nuccore/MT415370,2020-02-06,China,NA
MT415369,https://www.ncbi.nlm.nih.gov/nuccore/MT415369,2020-02-06,China,NA
MT415368,https://www.ncbi.nlm.nih.gov/nuccore/MT415368,2020-02-06,China,NA
MT415367,https://www.ncbi.nlm.nih.gov/nuccore/MT415367,2020-02-03,China,NA
MT415366,https://www.ncbi.nlm.nih.gov/nuccore/MT415366,2020-02-03,China,NA
MT415323,https://www.ncbi.nlm.nih.gov/nuccore/MT415323,2020-03-20,India,NA
MT415322,https://www.ncbi.nlm.nih.gov/nuccore/MT415322,2020-03-16,India,NA
MT415321,https://www.ncbi.nlm.nih.gov/nuccore/MT415321,2020-03-11,India,NA
MT415320,https://www.ncbi.nlm.nih.gov/nuccore/MT415320,2020-03-01,India,NA
MT412337,https://www.ncbi.nlm.nih.gov/nuccore/MT412337,2020-04-03,USA,WA
MT412336,https://www.ncbi.nlm.nih.gov/nuccore/MT412336,2020-04-03,USA,WA
MT412335,https://www.ncbi.nlm.nih.gov/nuccore/MT412335,2020-04-03,USA,WA
MT412334,https://www.ncbi.nlm.nih.gov/nuccore/MT412334,2020-04-03,USA,WA
MT412333,https://www.ncbi.nlm.nih.gov/nuccore/MT412333,2020-04-03,USA,WA
MT412332,https://www.ncbi.nlm.nih.gov/nuccore/MT412332,2020-04-03,USA,WA
MT412331,https://www.ncbi.nlm.nih.gov/nuccore/MT412331,2020-04-03,USA,WA
MT412330,https://www.ncbi.nlm.nih.gov/nuccore/MT412330,2020-04-01,USA,CT
MT412329,https://www.ncbi.nlm.nih.gov/nuccore/MT412329,2020-04-01,USA,CT
MT412328,https://www.ncbi.nlm.nih.gov/nuccore/MT412328,2020-04-02,USA,CT
MT412327,https://www.ncbi.nlm.nih.gov/nuccore/MT412327,2020-04-01,USA,ID
MT412326,https://www.ncbi.nlm.nih.gov/nuccore/MT412326,2020-04-02,USA,WA
MT412325,https://www.ncbi.nlm.nih.gov/nuccore/MT412325,2020-04-01,USA,WA
MT412324,https://www.ncbi.nlm.nih.gov/nuccore/MT412324,2020-04-02,USA,WA
MT412323,https://www.ncbi.nlm.nih.gov/nuccore/MT412323,2020-04-02,USA,WA
MT412322,https://www.ncbi.nlm.nih.gov/nuccore/MT412322,2020-04-01,USA,CT
MT412321,https://www.ncbi.nlm.nih.gov/nuccore/MT412321,2020-04-02,USA,WA
MT412320,https://www.ncbi.nlm.nih.gov/nuccore/MT412320,2020-04-01,USA,CT
MT412319,https://www.ncbi.nlm.nih.gov/nuccore/MT412319,2020-04-01,USA,CT
MT412318,https://www.ncbi.nlm.nih.gov/nuccore/MT412318,2020-04-01,USA,CT
MT412317,https://www.ncbi.nlm.nih.gov/nuccore/MT412317,2020-04-01,USA,CT
MT412316,https://www.ncbi.nlm.nih.gov/nuccore/MT412316,2020-04-02,USA,WA
MT412315,https://www.ncbi.nlm.nih.gov/nuccore/MT412315,2020-04-01,USA,WA
MT412314,https://www.ncbi.nlm.nih.gov/nuccore/MT412314,2020-04-01,USA,WA
MT412313,https://www.ncbi.nlm.nih.gov/nuccore/MT412313,2020-04-01,USA,WA
MT412312,https://www.ncbi.nlm.nih.gov/nuccore/MT412312,2020-04-01,USA,WA
MT412311,https://www.ncbi.nlm.nih.gov/nuccore/MT412311,2020-04-01,USA,WA
MT412310,https://www.ncbi.nlm.nih.gov/nuccore/MT412310,2020-04-01,USA,WA
MT412309,https://www.ncbi.nlm.nih.gov/nuccore/MT412309,2020-03-28,USA,ID
MT412308,https://www.ncbi.nlm.nih.gov/nuccore/MT412308,2020-03-31,USA,WA
MT412307,https://www.ncbi.nlm.nih.gov/nuccore/MT412307,2020-03-29,USA,OR
MT412306,https://www.ncbi.nlm.nih.gov/nuccore/MT412306,2020-03-29,USA,ID
MT412305,https://www.ncbi.nlm.nih.gov/nuccore/MT412305,2020-03-29,USA,ID
MT412304,https://www.ncbi.nlm.nih.gov/nuccore/MT412304,2020-03-27,USA,ID
MT412303,https://www.ncbi.nlm.nih.gov/nuccore/MT412303,2020-03-30,USA,CT
MT412302,https://www.ncbi.nlm.nih.gov/nuccore/MT412302,2020-03-30,USA,CT
MT412301,https://www.ncbi.nlm.nih.gov/nuccore/MT412301,2020-03-30,USA,CT
MT412300,https://www.ncbi.nlm.nih.gov/nuccore/MT412300,2020-03-30,USA,WA
MT412299,https://www.ncbi.nlm.nih.gov/nuccore/MT412299,2020-03-31,USA,ID
MT412298,https://www.ncbi.nlm.nih.gov/nuccore/MT412298,2020-03-31,USA,WA
MT412297,https://www.ncbi.nlm.nih.gov/nuccore/MT412297,2020-03-30,USA,ID
MT412296,https://www.ncbi.nlm.nih.gov/nuccore/MT412296,2020-04-01,USA,WA
MT412295,https://www.ncbi.nlm.nih.gov/nuccore/MT412295,2020-03-31,USA,WA
MT412294,https://www.ncbi.nlm.nih.gov/nuccore/MT412294,2020-04-01,USA,WA
MT412293,https://www.ncbi.nlm.nih.gov/nuccore/MT412293,2020-04-01,USA,WA
MT412292,https://www.ncbi.nlm.nih.gov/nuccore/MT412292,2020-04-01,USA,WA
MT412291,https://www.ncbi.nlm.nih.gov/nuccore/MT412291,2020-04-01,USA,WA
MT412290,https://www.ncbi.nlm.nih.gov/nuccore/MT412290,2020-04-01,USA,WA
MT412289,https://www.ncbi.nlm.nih.gov/nuccore/MT412289,2020-04-07,USA,WA
MT412288,https://www.ncbi.nlm.nih.gov/nuccore/MT412288,2020-04-07,USA,WA
MT412287,https://www.ncbi.nlm.nih.gov/nuccore/MT412287,2020-04-07,USA,WA
MT412286,https://www.ncbi.nlm.nih.gov/nuccore/MT412286,2020-04-07,USA,WA
MT412285,https://www.ncbi.nlm.nih.gov/nuccore/MT412285,2020-04-07,USA,WA
MT412284,https://www.ncbi.nlm.nih.gov/nuccore/MT412284,2020-04-04,USA,CT
MT412283,https://www.ncbi.nlm.nih.gov/nuccore/MT412283,2020-04-04,USA,CT
MT412282,https://www.ncbi.nlm.nih.gov/nuccore/MT412282,2020-04-04,USA,CT
MT412281,https://www.ncbi.nlm.nih.gov/nuccore/MT412281,2020-04-07,USA,NA
MT412280,https://www.ncbi.nlm.nih.gov/nuccore/MT412280,2020-04-05,USA,CT
MT412279,https://www.ncbi.nlm.nih.gov/nuccore/MT412279,2020-04-05,USA,CT
MT412278,https://www.ncbi.nlm.nih.gov/nuccore/MT412278,2020-04-06,USA,CT
MT412277,https://www.ncbi.nlm.nih.gov/nuccore/MT412277,2020-04-07,USA,WA
MT412276,https://www.ncbi.nlm.nih.gov/nuccore/MT412276,2020-04-05,USA,CT
MT412275,https://www.ncbi.nlm.nih.gov/nuccore/MT412275,2020-04-06,USA,WA
MT412274,https://www.ncbi.nlm.nih.gov/nuccore/MT412274,2020-04-04,USA,CT
MT412273,https://www.ncbi.nlm.nih.gov/nuccore/MT412273,2020-04-07,USA,NA
MT412272,https://www.ncbi.nlm.nih.gov/nuccore/MT412272,2020-04-06,USA,WA
MT412271,https://www.ncbi.nlm.nih.gov/nuccore/MT412271,2020-04-06,USA,WA
MT412270,https://www.ncbi.nlm.nih.gov/nuccore/MT412270,2020-04-06,USA,WA
MT412269,https://www.ncbi.nlm.nih.gov/nuccore/MT412269,2020-04-08,USA,WA
MT412268,https://www.ncbi.nlm.nih.gov/nuccore/MT412268,2020-04-08,USA,WA
MT412267,https://www.ncbi.nlm.nih.gov/nuccore/MT412267,2020-04-08,USA,NA
MT412266,https://www.ncbi.nlm.nih.gov/nuccore/MT412266,2020-04-08,USA,NA
MT412265,https://www.ncbi.nlm.nih.gov/nuccore/MT412265,2020-04-07,USA,CT
MT412264,https://www.ncbi.nlm.nih.gov/nuccore/MT412264,2020-04-07,USA,CT
MT412263,https://www.ncbi.nlm.nih.gov/nuccore/MT412263,2020-04-05,USA,WA
MT412262,https://www.ncbi.nlm.nih.gov/nuccore/MT412262,2020-04-05,USA,WA
MT412261,https://www.ncbi.nlm.nih.gov/nuccore/MT412261,2020-04-05,USA,WA
MT412260,https://www.ncbi.nlm.nih.gov/nuccore/MT412260,2020-04-05,USA,NA
MT412259,https://www.ncbi.nlm.nih.gov/nuccore/MT412259,2020-04-05,USA,WA
MT412258,https://www.ncbi.nlm.nih.gov/nuccore/MT412258,2020-04-05,USA,WA
MT412257,https://www.ncbi.nlm.nih.gov/nuccore/MT412257,2020-04-02,USA,WA
MT412256,https://www.ncbi.nlm.nih.gov/nuccore/MT412256,2020-04-01,USA,WA
MT412255,https://www.ncbi.nlm.nih.gov/nuccore/MT412255,2020-04-02,USA,WA
MT412254,https://www.ncbi.nlm.nih.gov/nuccore/MT412254,2020-04-02,USA,NA
MT412253,https://www.ncbi.nlm.nih.gov/nuccore/MT412253,2020-03-11,USA,WA
MT412252,https://www.ncbi.nlm.nih.gov/nuccore/MT412252,2020-03-11,USA,WA
MT412251,https://www.ncbi.nlm.nih.gov/nuccore/MT412251,2020-03-12,USA,WA
MT412250,https://www.ncbi.nlm.nih.gov/nuccore/MT412250,2020-03-12,USA,WA
MT412249,https://www.ncbi.nlm.nih.gov/nuccore/MT412249,2020-03-12,USA,WA
MT412248,https://www.ncbi.nlm.nih.gov/nuccore/MT412248,2020-03-12,USA,WA
MT412247,https://www.ncbi.nlm.nih.gov/nuccore/MT412247,2020-03-12,USA,WA
MT412246,https://www.ncbi.nlm.nih.gov/nuccore/MT412246,2020-03-11,USA,WA
MT412245,https://www.ncbi.nlm.nih.gov/nuccore/MT412245,2020-03-11,USA,NA
MT412244,https://www.ncbi.nlm.nih.gov/nuccore/MT412244,2020-03-12,USA,WA
MT412243,https://www.ncbi.nlm.nih.gov/nuccore/MT412243,NA,USA,NA
MT412242,https://www.ncbi.nlm.nih.gov/nuccore/MT412242,2020-03-11,USA,NA
MT412241,https://www.ncbi.nlm.nih.gov/nuccore/MT412241,2020-03-12,USA,WA
MT412240,https://www.ncbi.nlm.nih.gov/nuccore/MT412240,2020-03-12,USA,WA
MT412239,https://www.ncbi.nlm.nih.gov/nuccore/MT412239,2020-03-10,USA,NA
